89.76679, -19.333763, 104.63369, -46.912758, 117.32094, -47.915554, 133.92989, -38.440975, 148.34201, -17.041626
-47.38347, 37.884396, -74.42401, -27.044128, -98.84047, -38.1763, -110.70297, -31.03236, -138.38922, -12.628835
89.99962, -19.238726, 104.49101, -46.649647, 117.21092, -47.667492, 134.21794, -38.586037, 148.52599, -17.093647
-47.27558, 37.662727, -74.66499, -26.99483, -99.04089, -38.06709, -110.961006, -31.06901, -138.4574, -12.587627
90.01883, -19.2216, 104.46927, -46.592827, 117.19193, -47.627937, 134.25198, -38.59089, 148.57611, -17.092886
-47.276913, 37.631145, -74.69273, -26.990267, -99.061935, -38.05293, -110.9879, -31.071966, -138.4758, -12.594957
90.01883, -19.2216, 104.46927, -46.592827, 117.19193, -47.627937, 134.25198, -38.59089, 148.57611, -17.092886
-47.276913, 37.631145, -74.69273, -26.990267, -99.061935, -38.05293, -110.9879, -31.071966, -138.4758, -12.594957
90.01883, -19.2216, 104.46927, -46.592827, 117.19193, -47.627937, 134.25198, -38.59089, 148.57611, -17.092886
-47.276913, 37.631145, -74.69273, -26.990267, -99.061935, -38.05293, -110.9879, -31.071966, -138.4758, -12.594957
90.09294, -19.190466, 104.427605, -46.461246, 117.11944, -47.505424, 134.4333, -38.67981, 148.69089, -17.108221
-47.305454, 37.514454, -74.80065, -26.968569, -99.137, -37.99064, -111.08013, -31.066483, -138.52164, -12.581662
90.09294, -19.190466, 104.427605, -46.461246, 117.11944, -47.505424, 134.4333, -38.67981, 148.69089, -17.108221
-47.305454, 37.514454, -74.80065, -26.968569, -99.137, -37.99064, -111.08013, -31.066483, -138.52164, -12.581662
90.09294, -19.190466, 104.427605, -46.461246, 117.11944, -47.505424, 134.4333, -38.67981, 148.69089, -17.108221
-47.305454, 37.514454, -74.80065, -26.968569, -99.137, -37.99064, -111.08013, -31.066483, -138.52164, -12.581662
90.15596, -19.170948, 104.3826, -46.32359, 117.12777, -47.472843, 134.50157, -38.688408, 148.9294, -17.14563
-47.397335, 37.404827, -74.880356, -26.942335, -99.20954, -37.947987, -111.159355, -31.039587, -138.5134, -12.500846
